"logFC.sex.our","logFC.sex.thomas","herm"
-1.83211113380394,-0.332723348961389,"male-female(fog2)"
1.91379718107613,1.55762250418053,"male-female(fog2)"
-1.27716444951253,-1.01590234676433,"male-female(fog2)"
-3.19080136261046,-3.1426170814222,"male-female(fog2)"
-0.192779279061915,-0.317144253668828,"male-female(fog2)"
-0.410342287421437,-0.648601499177359,"male-female(fog2)"
-3.54902762503945,-3.91793621253544,"male-female(fog2)"
-0.449246881852891,1.19403418331901,"male-female(fog2)"
0.297033960376535,0.108006433317967,"male-female(fog2)"
-4.15933989085023,-2.40728188628388,"male-female(fog2)"
1.55637762117155,1.59345722084861,"male-female(fog2)"
-0.960969823237391,-0.167560937662842,"male-female(fog2)"
2.15323076197328,1.59002484191604,"male-female(fog2)"
0.331077985354207,0.287356244205326,"male-female(fog2)"
-1.01037063651721,-1.37928162095747,"male-female(fog2)"
-1.55175978928953,-1.26701368866865,"male-female(fog2)"
3.88662854576707,7.28340450806799,"male-female(fog2)"
-1.50000521500566,-2.12297770000946,"male-female(fog2)"
1.12357467795665,-0.871793262678477,"male-female(fog2)"
-0.205048150658161,0.671014007608175,"male-female(fog2)"
-0.818632292786058,0.0619016912703028,"male-female(fog2)"
-0.0801689057666871,4.09144083436981,"male-female(fog2)"
-0.740667848121859,-0.588542641230665,"male-female(fog2)"
0.30620781274127,-0.10961303646583,"male-female(fog2)"
-0.424193421557192,-0.10107534332674,"male-female(fog2)"
-1.45063662290203,-0.709167161154339,"male-female(fog2)"
-1.25707841785404,-0.0835617965979127,"male-female(fog2)"
-0.858480824471421,0.938489721364583,"male-female(fog2)"
-0.116155431013784,0.677657379798099,"male-female(fog2)"
-0.758542684528496,-0.551586245019987,"male-female(fog2)"
0.986609611613905,1.66231366942152,"male-female(fog2)"
0.880026957146879,0.705627468625309,"male-female(fog2)"
-0.226014732223207,0.302915226504965,"male-female(fog2)"
0.0328917740611481,1.07021347836831,"male-female(fog2)"
0.887476754157131,1.95364858908896,"male-female(fog2)"
-0.248186917431004,0.144890929945215,"male-female(fog2)"
-0.557160861974322,-1.08863062979128,"male-female(fog2)"
0.565678636421443,-0.102298449544444,"male-female(fog2)"
0.744474404475114,0.526980828211577,"male-female(fog2)"
-0.447148547535174,0.0221654017990839,"male-female(fog2)"
-0.398550716339981,-0.218687194985902,"male-female(fog2)"
0.129676469960241,1.72481205290988,"male-female(fog2)"
1.68784136959755,1.56228746635521,"male-female(fog2)"
0.53682924792367,1.07337133642985,"male-female(fog2)"
-0.409296202035147,0.292919293156498,"male-female(fog2)"
-0.678697383295577,-0.0948783288186729,"male-female(fog2)"
-0.293949490674384,0.889496835982748,"male-female(fog2)"
-2.65572888096299,-2.91516238566535,"male-female(fog2)"
-0.530326085815662,0.0819976947649751,"male-female(fog2)"
0.462625146718383,1.33771592027161,"male-female(fog2)"
-0.0325632962800026,1.08114591952913,"male-female(fog2)"
0.486573275810374,0.625592280582619,"male-female(fog2)"
0.517436528449724,1.67040744088386,"male-female(fog2)"
-1.5716481951121,-3.08171224067004,"male-female(fog2)"
0.400178835020906,0.547409468337431,"male-female(fog2)"
2.88132129948229,6.03545350527491,"male-female(fog2)"
-0.606943582555786,-0.541941180533492,"male-female(fog2)"
-0.0828142033783262,-0.0127868945635779,"male-female(fog2)"
-0.62133095516281,0.273964098841913,"male-female(fog2)"
5.91977023911958,9.9701596417623,"male-female(fog2)"
-1.735791022978,-1.56817719192172,"male-female(fog2)"
-0.883598145424674,-1.46845702971734,"male-female(fog2)"
-1.22210047902605,-0.902529574352161,"male-female(fog2)"
6.60743967598948,12.48742600181,"male-female(fog2)"
6.50946305748781,14.5502914948364,"hermaphroditic"
6.49981042025268,12.0219960536522,"male-female(fog2)"
6.44903103254143,13.589982533096,"hermaphroditic"
5.99718358544933,7.79048454436081,"male-female(fog2)"
6.00285370251877,13.1119307494807,"hermaphroditic"
-3.61425850583219,-1.67239968539103,"male-female(fog2)"
0.647388870231802,3.14679521025952,"male-female(fog2)"
6.56158807650136,16.2991343108791,"male-female(fog2)"
0.915832298503269,1.20917832216772,"male-female(fog2)"
1.6184963284212,3.54687658352214,"hermaphroditic"
6.23570331537639,11.1064613829959,"male-female(fog2)"
-1.53687722696533,-0.471953825236242,"male-female(fog2)"
0.391822907214636,-0.0155254142636698,"male-female(fog2)"
2.58395323631571,2.7701129250065,"male-female(fog2)"
-2.95412666249184,-3.06800047623948,"male-female(fog2)"
6.0556628524754,10.0150033906638,"male-female(fog2)"
6.00927178400812,11.8882189897499,"hermaphroditic"
-0.708367728793898,-1.33783559476674,"male-female(fog2)"
