"sex","class","type","chromosome","n"
"male","C. nigoni dominant","cis-trans (compensatory)","X",0
"male","C. nigoni dominant","conserved","I",0
"male","C. nigoni dominant","conserved","II",0
"male","C. nigoni dominant","conserved","III",0
"male","C. nigoni dominant","conserved","IV",0
"male","C. nigoni dominant","conserved","V",0
"male","C. nigoni dominant","conserved","X",0
"male","C. nigoni dominant","trans-only","I",53
"male","C. nigoni dominant","trans-only","II",44
"male","C. nigoni dominant","trans-only","III",38
"male","C. nigoni dominant","trans-only","IV",44
"male","C. nigoni dominant","trans-only","V",73
"male","C. nigoni dominant","trans-only","X",0
"male","no change","ambiguous","I",118
"male","no change","ambiguous","II",115
"male","no change","ambiguous","III",109
"male","no change","ambiguous","IV",100
"male","no change","ambiguous","V",107
"male","no change","ambiguous","X",0
"male","no change","cis + trans (enhancing)","I",0
"male","no change","cis + trans (enhancing)","II",0
"male","no change","cis + trans (enhancing)","III",0
"male","no change","cis + trans (enhancing)","IV",0
"male","no change","cis + trans (enhancing)","V",0
"male","no change","cis + trans (enhancing)","X",0
"male","no change","cis x trans (compensatory)","I",0
"male","no change","cis x trans (compensatory)","II",0
"male","no change","cis x trans (compensatory)","III",0
"male","no change","cis x trans (compensatory)","IV",0
"male","no change","cis x trans (compensatory)","V",0
"male","no change","cis x trans (compensatory)","X",0
"male","no change","cis-only","I",0
"male","no change","cis-only","II",0
"male","no change","cis-only","III",0
"male","no change","cis-only","IV",0
"male","no change","cis-only","V",0
"male","no change","cis-only","X",0
"male","no change","cis-trans (compensatory)","I",93
"male","no change","cis-trans (compensatory)","II",82
"male","no change","cis-trans (compensatory)","III",73
"male","no change","cis-trans (compensatory)","IV",49
"male","no change","cis-trans (compensatory)","V",79
"male","no change","cis-trans (compensatory)","X",0
"male","no change","conserved","I",252
"male","no change","conserved","II",235
"male","no change","conserved","III",246
"male","no change","conserved","IV",258
"male","no change","conserved","V",319
"male","no change","conserved","X",0
"male","no change","trans-only","I",0
"male","no change","trans-only","II",0
"male","no change","trans-only","III",0
"male","no change","trans-only","IV",0
"male","no change","trans-only","V",0
"male","no change","trans-only","X",0
"male","overdominant","ambiguous","I",38
"male","overdominant","ambiguous","II",48
"male","overdominant","ambiguous","III",35
"male","overdominant","ambiguous","IV",49
"male","overdominant","ambiguous","V",103
"male","overdominant","ambiguous","X",0
"male","overdominant","cis + trans (enhancing)","I",8
"male","overdominant","cis + trans (enhancing)","II",28
"male","overdominant","cis + trans (enhancing)","III",7
"male","overdominant","cis + trans (enhancing)","IV",19
"male","overdominant","cis + trans (enhancing)","V",47
"male","overdominant","cis + trans (enhancing)","X",0
"male","overdominant","cis x trans (compensatory)","I",8
"male","overdominant","cis x trans (compensatory)","II",24
"male","overdominant","cis x trans (compensatory)","III",20
"male","overdominant","cis x trans (compensatory)","IV",31
"male","overdominant","cis x trans (compensatory)","V",48
"male","overdominant","cis x trans (compensatory)","X",0
"male","overdominant","cis-only","I",15
"male","overdominant","cis-only","II",25
"male","overdominant","cis-only","III",23
"male","overdominant","cis-only","IV",32
"male","overdominant","cis-only","V",69
"male","overdominant","cis-only","X",0
"male","overdominant","cis-trans (compensatory)","I",33
"male","overdominant","cis-trans (compensatory)","II",53
"male","overdominant","cis-trans (compensatory)","III",33
"male","overdominant","cis-trans (compensatory)","IV",53
"male","overdominant","cis-trans (compensatory)","V",84
"male","overdominant","cis-trans (compensatory)","X",0
"male","overdominant","conserved","I",36
"male","overdominant","conserved","II",43
"male","overdominant","conserved","III",39
"male","overdominant","conserved","IV",51
"male","overdominant","conserved","V",80
"male","overdominant","conserved","X",0
"male","overdominant","trans-only","I",16
"male","overdominant","trans-only","II",22
"male","overdominant","trans-only","III",15
"male","overdominant","trans-only","IV",17
"male","overdominant","trans-only","V",39
"male","overdominant","trans-only","X",0
"male","underdominant","ambiguous","I",31
"male","underdominant","ambiguous","II",60
"male","underdominant","ambiguous","III",45
"male","underdominant","ambiguous","IV",52
"male","underdominant","ambiguous","V",71
"male","underdominant","ambiguous","X",0
"male","underdominant","cis + trans (enhancing)","I",6
"male","underdominant","cis + trans (enhancing)","II",9
"male","underdominant","cis + trans (enhancing)","III",3
"male","underdominant","cis + trans (enhancing)","IV",7
"male","underdominant","cis + trans (enhancing)","V",11
"male","underdominant","cis + trans (enhancing)","X",0
"male","underdominant","cis x trans (compensatory)","I",21
"male","underdominant","cis x trans (compensatory)","II",48
"male","underdominant","cis x trans (compensatory)","III",19
"male","underdominant","cis x trans (compensatory)","IV",18
"male","underdominant","cis x trans (compensatory)","V",14
"male","underdominant","cis x trans (compensatory)","X",0
"male","underdominant","cis-only","I",11
"male","underdominant","cis-only","II",16
"male","underdominant","cis-only","III",13
"male","underdominant","cis-only","IV",20
"male","underdominant","cis-only","V",21
"male","underdominant","cis-only","X",0
"male","underdominant","cis-trans (compensatory)","I",33
"male","underdominant","cis-trans (compensatory)","II",30
"male","underdominant","cis-trans (compensatory)","III",28
"male","underdominant","cis-trans (compensatory)","IV",28
"male","underdominant","cis-trans (compensatory)","V",32
"male","underdominant","cis-trans (compensatory)","X",0
"male","underdominant","conserved","I",63
"male","underdominant","conserved","II",65
"male","underdominant","conserved","III",66
"male","underdominant","conserved","IV",84
"male","underdominant","conserved","V",85
"male","underdominant","conserved","X",0
"male","underdominant","trans-only","I",23
"male","underdominant","trans-only","II",49
"male","underdominant","trans-only","III",30
"male","underdominant","trans-only","IV",46
"male","underdominant","trans-only","V",61
"male","underdominant","trans-only","X",0
